ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.4584717607973422,,,,0.9084249084249084,0,0,0.0,0,0
0.47840531561461797,,,,0.9523809523809523,0,0,0.0,1,0
0.47840531561461797,,,,0.9523809523809523,0,0,0.0,1,0
0.46179401993355484,,,,0.9157509157509157,0,0,0.0,1,0
0.4684385382059801,,,,0.9304029304029304,0,0,0.0,1,0
0.5149501661129569,,,,0.9680851063829786,0,0,0.0,1,0
0.4883720930232558,,,,0.9743589743589743,0,0,0.0,1,0
0.4983388704318937,,,,0.63003663003663,0,0,0.0,0,0
0.5249169435215947,,,,0.6691086691086691,0,0,0.0,0,0
0.4983388704318937,,,,0.7071524966261808,0,0,0.0,0,0
